City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Malanville,BJ,2020-08-27 21:03:00,11.87,3.39,76.87,84,97,6.2
305,Mogadouro,PT,2020-08-27 21:03:00,41.34,-6.71,73.99,66,23,5.01
306,Masallatah,LY,2020-08-27 21:03:00,32.62,14.0,73.94,77,0,6.42
307,Key West,US,2020-08-27 20:58:34,24.56,-81.78,91.4,70,20,9.17
308,Plettenberg Bay,ZA,2020-08-27 21:00:22,-34.05,23.37,56.05,76,0,10.58
309,Bairiki,KI,2020-08-27 20:58:25,1.33,172.98,82.4,78,40,5.82
310,Vostok,RU,2020-08-27 21:03:00,46.49,135.88,61.54,100,100,5.5
311,Baturyn,UA,2020-08-27 21:03:00,51.35,32.88,57.72,95,28,8.1
312,Zaliznychne,UA,2020-08-27 21:03:00,45.75,28.61,70.52,45,66,7.87
313,Bathsheba,BB,2020-08-27 21:03:00,13.22,-59.52,87.8,70,40,18.34
314,Husavik,IS,2020-08-27 21:00:05,66.04,-17.34,51.8,62,75,18.34
315,Thompson,CA,2020-08-27 20:59:11,55.74,-97.86,59.0,87,75,12.75
316,Touros,BR,2020-08-27 21:03:01,-5.2,-35.46,78.8,57,19,14.99
317,Chumikan,RU,2020-08-27 20:58:54,54.72,135.31,51.93,84,60,6.64
318,Nanzhang,CN,2020-08-27 21:02:09,31.78,111.84,72.95,78,0,1.99
319,Tuburan,PH,2020-08-27 21:03:01,6.64,122.27,81.5,74,37,2.55
320,Marienburg,PL,2020-08-27 21:01:17,54.04,19.03,57.99,93,91,4.7
321,Inuvik,CA,2020-08-27 21:03:01,68.35,-133.72,42.8,47,90,8.05
322,Eenhana,NA,2020-08-27 21:03:01,-17.47,16.33,80.6,26,91,3.36
323,Katsuura,JP,2020-08-27 21:03:01,35.13,140.3,82.0,91,0,1.01
324,Somanda,TZ,2020-08-27 21:03:01,-3.37,33.95,72.93,41,64,6.53
325,Haines Junction,CA,2020-08-27 20:58:59,60.75,-137.51,55.09,50,100,5.19
326,Bronnoysund,NO,2020-08-27 21:03:01,65.46,12.2,50.0,81,77,2.24
327,Adrar,MR,2020-08-27 20:59:43,20.5,-10.07,97.43,26,30,6.62
328,Longyearbyen,SJ,2020-08-27 20:59:29,78.22,15.64,37.4,69,40,12.75
329,Angoche,MZ,2020-08-27 21:03:02,-16.23,39.91,73.71,88,0,6.91
330,Merauke,ID,2020-08-27 21:00:04,-8.47,140.33,76.21,83,20,15.32
331,Sauda,NO,2020-08-27 21:03:02,59.65,6.35,52.0,89,14,1.99
332,Portland,US,2020-08-27 21:02:55,45.52,-122.68,82.0,44,20,8.05
333,Bima,ID,2020-08-27 21:03:02,-8.47,118.72,72.28,86,2,3.58
334,Shakawe,BW,2020-08-27 21:02:05,-18.37,21.85,70.29,22,17,2.86
335,Butembo,CD,2020-08-27 21:03:02,0.15,29.28,57.49,98,7,1.25
336,Mitsamiouli,KM,2020-08-27 20:58:59,-11.38,43.28,75.96,77,22,2.26
337,Cayenne,GF,2020-08-27 20:59:59,4.93,-52.33,86.0,70,64,12.75
338,Seoul,KR,2020-08-27 21:03:02,37.57,126.98,78.8,94,90,4.7
339,Sao Filipe,CV,2020-08-27 21:03:02,14.9,-24.5,78.13,85,100,4.88
340,Xining,CN,2020-08-27 21:00:19,36.62,101.77,52.43,67,0,2.71
341,Lincoln,US,2020-08-27 20:59:02,40.8,-96.67,97.0,41,1,11.41
342,Vao,NC,2020-08-27 20:58:54,-22.67,167.48,67.44,71,81,18.9
343,Lorengau,PG,2020-08-27 21:03:03,-2.02,147.27,82.18,75,2,6.44
344,Kahului,US,2020-08-27 20:59:15,20.89,-156.47,87.8,48,40,14.99
345,Ipixuna,BR,2020-08-27 21:03:03,-1.76,-48.8,82.4,74,40,9.17
346,Samarai,PG,2020-08-27 21:03:03,-10.62,150.67,77.61,86,100,21.52
347,Matay,EG,2020-08-27 21:03:03,28.42,30.78,79.56,51,0,14.38
348,Dongsheng,CN,2020-08-27 21:03:03,39.82,109.98,60.84,75,92,2.42
349,Yar-Sale,RU,2020-08-27 21:03:03,66.83,70.83,55.81,77,60,6.22
350,Cristalina,BR,2020-08-27 21:00:32,-16.77,-47.61,70.34,28,0,5.93
351,Borogontsy,RU,2020-08-27 21:03:03,62.67,131.17,40.26,70,1,4.54
352,Scarborough,GB,2020-08-27 21:00:26,54.28,-0.4,54.0,95,100,6.71
353,Shu,KZ,2020-08-27 21:03:04,43.6,73.76,62.01,87,0,1.01
354,Aklavik,CA,2020-08-27 20:59:59,68.22,-135.01,41.0,80,90,8.05
355,Almenara,BR,2020-08-27 21:03:04,-16.18,-40.69,72.7,64,64,3.96
356,Rio Grande,BR,2020-08-27 21:03:04,-32.03,-52.1,59.0,100,90,4.7
357,Muros,ES,2020-08-27 20:58:55,42.78,-9.06,69.01,95,85,3.0
358,Alberton,CA,2020-08-27 21:03:04,46.82,-64.07,60.03,59,98,22.37
359,Micheweni,TZ,2020-08-27 21:03:04,-4.97,39.83,74.55,82,0,9.33
360,Vanimo,PG,2020-08-27 21:01:06,-2.67,141.3,78.1,86,22,5.35
361,Jardim,BR,2020-08-27 21:03:04,-21.48,-56.14,85.69,40,0,3.71
362,Port Antonio,JM,2020-08-27 21:03:04,18.18,-76.46,87.8,74,20,16.11
363,Fairbanks,US,2020-08-27 21:00:27,64.84,-147.72,61.0,67,40,4.25
364,Buta,CD,2020-08-27 21:03:05,2.79,24.73,72.0,81,74,1.83
365,Pretoria,ZA,2020-08-27 21:03:05,-25.74,28.19,64.0,67,0,3.36
366,Luderitz,NA,2020-08-27 21:03:05,-26.65,15.16,55.29,75,0,18.43
367,Qandala,SO,2020-08-27 20:59:47,11.47,49.87,89.19,53,83,0.69
368,Aitape,PG,2020-08-27 20:59:28,-3.14,142.35,78.13,83,2,5.3
369,Izhma,RU,2020-08-27 21:03:05,65.01,53.91,50.86,92,100,5.23
370,Kota,IN,2020-08-27 21:03:05,25.18,75.83,80.17,79,100,11.25
371,Ilo,PE,2020-08-27 21:03:05,-17.64,-71.34,63.97,74,18,11.54
372,Walvis Bay,NA,2020-08-27 21:00:27,-22.96,14.51,55.0,81,0,3.36
373,Olinda,BR,2020-08-27 21:00:01,-8.01,-34.86,78.8,61,31,13.87
374,Aksarka,RU,2020-08-27 21:00:35,66.56,67.8,53.06,87,13,6.53
375,Savannah Bight,HN,2020-08-27 21:03:06,16.45,-85.85,84.56,78,72,22.66
376,Bara,NG,2020-08-27 21:03:06,10.37,10.73,76.6,87,83,5.7
377,Tiksi,RU,2020-08-27 20:59:28,71.69,128.87,41.27,78,0,4.29
378,Saint-Pierre,RE,2020-08-27 21:03:06,-21.34,55.48,69.8,60,0,5.82
379,Kuching,MY,2020-08-27 21:03:06,1.55,110.33,73.4,100,20,2.93
380,Turkmenabat,TM,2020-08-27 21:03:07,39.07,63.58,73.4,46,0,9.17
381,Coihaique,CL,2020-08-27 21:03:07,-45.58,-72.07,37.4,86,90,8.05
382,San Carlos De Bariloche,AR,2020-08-27 21:01:55,-41.15,-71.31,42.8,70,40,23.04
383,Tarime,TZ,2020-08-27 21:00:44,-1.35,34.37,73.4,78,75,3.36
384,Soyo,AO,2020-08-27 21:03:07,-6.13,12.37,73.24,85,94,8.52
385,Ostrovnoy,RU,2020-08-27 21:03:07,68.05,39.51,46.9,80,100,28.16
386,Kalmunai,LK,2020-08-27 21:01:55,7.42,81.82,78.24,81,38,5.48
387,Poum,NC,2020-08-27 21:00:10,-20.23,164.02,68.5,80,95,12.48
388,Boa Vista,BR,2020-08-27 21:00:08,2.82,-60.67,93.2,46,40,2.24
389,Sinop,TR,2020-08-27 21:03:07,41.77,34.87,60.76,77,97,3.11
390,Mount Darwin,ZW,2020-08-27 21:03:07,-16.77,31.58,67.46,52,43,5.3
391,Brae,GB,2020-08-27 21:03:08,60.4,-1.35,50.0,93,0,9.17
392,Bonavista,CA,2020-08-27 20:59:57,48.65,-53.11,63.0,63,0,11.01
393,Seymchan,RU,2020-08-27 21:03:08,62.88,152.43,44.74,74,95,7.52
394,Ruteng,ID,2020-08-27 21:03:08,-8.61,120.47,59.76,91,13,1.48
395,Kishi,NG,2020-08-27 21:03:08,9.08,3.85,72.12,94,94,5.14
396,Sakakah,SA,2020-08-27 21:03:08,29.97,40.21,89.6,18,0,8.05
397,Adamovka,RU,2020-08-27 21:03:08,51.52,59.94,69.57,54,99,8.81
398,Quesnel,CA,2020-08-27 21:01:03,53.0,-122.5,64.4,52,1,3.36
399,Trinidad,BO,2020-08-27 21:00:24,-14.83,-64.9,95.0,47,0,9.17
400,Moron,AR,2020-08-27 20:59:41,-34.65,-58.62,64.99,56,5,4.0
401,Lavrentiya,RU,2020-08-27 21:03:08,65.58,-171.0,49.46,75,0,2.26
402,Voyvozh,RU,2020-08-27 21:03:09,62.89,54.96,50.07,98,43,7.23
403,San Juan,AR,2020-08-27 21:03:09,-31.54,-68.54,70.32,23,0,9.53
404,Saint-Doulchard,FR,2020-08-27 21:03:09,47.1,2.35,75.2,57,90,18.34
405,Springdale,US,2020-08-27 21:00:58,36.19,-94.13,84.2,74,20,4.7
406,Filotion,GR,2020-08-27 21:03:09,37.05,25.5,78.01,69,0,3.36
407,Rio Gallegos,AR,2020-08-27 21:01:24,-51.62,-69.22,32.0,67,20,8.05
408,Ziro,IN,2020-08-27 21:03:09,27.63,93.83,58.06,100,80,0.96
409,Ierissos,GR,2020-08-27 21:03:09,40.4,23.88,72.0,78,0,3.0
410,San Patricio,MX,2020-08-27 20:58:52,19.22,-104.7,77.0,100,90,17.22
411,Lakes Entrance,AU,2020-08-27 21:03:09,-37.88,147.98,46.0,83,35,15.46
412,Marsh Harbour,BS,2020-08-27 21:00:04,26.54,-77.06,84.96,75,85,12.21
413,Usinsk,RU,2020-08-27 21:03:09,65.99,57.53,54.14,94,100,7.16
414,Petropavlovskoye,RU,2020-08-27 21:03:10,52.07,84.11,55.35,81,99,4.63
415,Mishan,CN,2020-08-27 21:03:10,45.55,131.88,72.03,94,68,12.86
416,Tuatapere,NZ,2020-08-27 20:59:42,-46.13,167.68,45.0,72,65,11.01
417,Camacha,PT,2020-08-27 21:03:10,33.08,-16.33,71.6,83,40,5.82
418,Zhigansk,RU,2020-08-27 20:59:38,66.77,123.37,45.79,63,5,4.65
419,Calvinia,ZA,2020-08-27 21:03:10,-31.47,19.78,42.58,86,55,7.47
420,Milkovo,RU,2020-08-27 21:03:10,54.72,158.62,45.46,95,100,8.3
421,Jacareacanga,BR,2020-08-27 21:03:10,-6.22,-57.75,90.03,45,64,4.43
422,Egvekinot,RU,2020-08-27 20:58:44,66.32,-179.17,45.79,81,99,7.87
423,Asenovgrad,BG,2020-08-27 21:00:12,42.02,24.87,75.2,41,59,8.05
424,Karratha,AU,2020-08-27 20:59:27,-20.74,116.85,74.1,41,0,6.6
425,Ilebo,CD,2020-08-27 21:03:10,-4.32,20.58,71.26,84,97,1.39
426,Morar,IN,2020-08-27 21:03:11,26.23,78.23,80.87,82,95,2.15
427,Nantucket,US,2020-08-27 21:02:24,41.28,-70.1,68.0,72,75,8.05
428,Kaeo,NZ,2020-08-27 21:03:11,-35.1,173.78,50.0,3,0,4.0
429,Trincomalee,LK,2020-08-27 21:03:11,8.57,81.23,79.86,79,83,15.1
430,Malhargarh,IN,2020-08-27 21:03:11,24.28,74.98,74.84,90,99,13.27
431,Wattegama,LK,2020-08-27 21:03:11,6.8,81.48,75.81,78,92,3.27
432,Amalner,IN,2020-08-27 21:03:11,21.05,75.07,76.35,87,100,5.06
433,Lompoc,US,2020-08-27 20:59:25,34.64,-120.46,66.99,68,1,13.87
434,Hambantota,LK,2020-08-27 20:59:01,6.12,81.12,79.7,79,51,15.03
435,Kashary,RU,2020-08-27 21:03:11,49.04,41.01,71.51,46,99,2.37
436,Hamilton,US,2020-08-27 20:59:18,39.18,-84.53,82.99,74,20,5.82
437,Garowe,SO,2020-08-27 21:03:12,8.41,48.48,77.72,56,86,22.62
438,Mehran,IR,2020-08-27 21:03:12,33.12,46.16,68.0,13,0,2.24
439,Kidodi,TZ,2020-08-27 21:03:12,-7.6,37.0,71.49,73,58,0.83
440,Den Helder,NL,2020-08-27 21:03:12,52.96,4.76,63.0,88,90,10.29
441,Katete,UG,2020-08-27 21:03:12,-0.78,29.75,63.88,88,5,1.79
442,Iisalmi,FI,2020-08-27 21:03:12,63.56,27.19,53.6,76,0,8.05
443,Shipunovo,RU,2020-08-27 21:03:12,52.16,82.22,56.19,91,99,6.93
444,Zhob,PK,2020-08-27 21:03:12,31.34,69.45,75.02,68,0,3.74
445,Paraibano,BR,2020-08-27 21:03:12,-6.43,-43.98,85.21,33,18,3.27
446,Black River,JM,2020-08-27 20:59:05,18.03,-77.85,91.99,79,20,16.11
447,Yambio,SS,2020-08-27 21:03:12,4.57,28.4,68.56,94,5,2.84
448,Smithers,CA,2020-08-27 21:03:12,54.78,-127.17,53.6,76,75,2.35
449,Nouakchott,MR,2020-08-27 20:58:46,18.09,-15.98,86.0,74,20,12.75
450,Neuquen,AR,2020-08-27 21:03:13,-38.95,-68.06,66.2,12,97,12.75
451,San Quintin,MX,2020-08-27 21:03:13,30.48,-115.95,80.08,59,6,9.53
452,Phan Thiet,VN,2020-08-27 21:03:13,10.93,108.1,78.75,85,100,9.51
453,Salani,IN,2020-08-27 21:03:13,29.96,79.71,68.02,83,79,0.56
454,Tessalit,ML,2020-08-27 21:00:13,20.2,1.01,91.2,33,17,18.1
455,Tallahassee,US,2020-08-27 20:58:20,30.44,-84.28,93.0,55,75,9.17
456,Port Hawkesbury,CA,2020-08-27 21:03:13,45.62,-61.35,63.0,59,75,13.87
457,Forbes,AU,2020-08-27 21:03:13,-33.38,148.02,41.0,73,0,4.68
458,Baoding,CN,2020-08-27 21:03:13,38.85,115.49,67.24,87,0,3.96
459,San Pedro De Ycuamandiyu,PY,2020-08-27 21:03:13,-24.09,-57.08,88.56,41,0,5.53
460,Grootfontein,NA,2020-08-27 21:00:26,-19.57,18.12,69.71,31,77,12.55
461,Ipoti,NG,2020-08-27 21:03:13,7.87,5.08,69.39,99,91,6.6
462,Wladyslawowo,PL,2020-08-27 21:03:14,54.79,18.4,57.99,93,49,4.7
463,Solnechnyy,RU,2020-08-27 21:03:14,50.72,136.63,57.02,89,100,5.41
464,Cervo,ES,2020-08-27 21:03:14,43.67,-7.41,69.01,1,88,13.02
465,Florianopolis,BR,2020-08-27 21:03:14,-27.61,-48.5,73.99,64,0,17.22
466,Ndola,ZM,2020-08-27 21:03:14,-12.96,28.64,71.56,36,96,5.12
467,Bereda,ES,2020-08-27 20:58:46,43.27,-7.54,70.0,93,30,2.35
468,Yarim,YE,2020-08-27 21:03:14,14.3,44.38,60.55,75,0,1.32
469,Polson,US,2020-08-27 21:03:14,47.69,-114.16,88.0,19,0,1.01
470,Altamira,BR,2020-08-27 20:59:54,-3.2,-52.21,87.8,62,20,6.93
471,Okha,RU,2020-08-27 21:03:14,53.57,142.95,52.9,93,100,8.32
472,Miguel Hidalgo,MX,2020-08-27 21:02:39,19.42,-99.2,71.6,49,75,9.17
473,Ransang,PH,2020-08-27 21:03:14,8.96,117.58,79.27,79,100,2.53
474,Trelleborg,SE,2020-08-27 21:03:15,55.38,13.16,55.99,93,100,3.36
475,Atar,MR,2020-08-27 21:02:07,20.52,-13.05,102.22,21,50,8.3
476,Beira,MZ,2020-08-27 21:03:15,-19.84,34.84,71.6,88,20,8.05
477,Deputatskiy,RU,2020-08-27 21:03:15,69.3,139.9,35.62,84,0,1.83
478,Coahuayana,MX,2020-08-27 21:03:15,18.73,-103.68,71.6,83,90,8.7
479,Moose Factory,CA,2020-08-27 21:03:15,51.26,-80.61,55.4,76,90,9.17
480,Ketou,BJ,2020-08-27 21:03:15,7.36,2.6,72.86,90,100,6.17
481,Tara,RU,2020-08-27 21:03:15,56.89,74.37,51.26,93,0,3.49
482,Te Anau,NZ,2020-08-27 21:03:15,-45.42,167.72,42.03,89,98,7.76
483,Kankakee,US,2020-08-27 21:03:15,41.15,-87.87,91.99,52,1,19.46
484,Neyshabur,IR,2020-08-27 21:03:15,36.21,58.8,59.74,35,0,2.24
485,Ambon,ID,2020-08-27 21:00:30,-3.7,128.18,78.3,84,73,17.11
486,Carver,US,2020-08-27 21:03:15,44.8,-93.78,86.0,56,0,3.0
487,Severo-Kurilsk,RU,2020-08-27 20:59:00,50.68,156.12,51.76,86,100,12.68
488,Sawtell,AU,2020-08-27 21:03:16,-30.38,153.1,48.99,93,0,5.03
489,Rosarito,MX,2020-08-27 21:03:16,32.33,-117.03,84.2,61,20,13.87
490,Gamba,GA,2020-08-27 21:03:16,-2.65,10.0,74.86,87,100,9.44
491,Reconquista,AR,2020-08-27 20:59:06,-29.15,-59.65,73.99,72,77,11.3
492,Fereydunshahr,IR,2020-08-27 21:03:16,32.94,50.12,52.52,44,20,5.19
493,Shiraz,IR,2020-08-27 21:03:16,29.6,52.54,73.4,27,20,2.77
494,Floriano,BR,2020-08-27 21:03:16,-6.77,-43.02,86.31,29,13,2.59
495,Spijkenisse,NL,2020-08-27 21:03:16,51.84,4.33,61.0,87,75,9.17
496,Gold Coast,AU,2020-08-27 20:59:49,-28.0,153.43,51.8,87,0,6.93
497,Antalaha,MG,2020-08-27 21:03:16,-14.9,50.28,68.41,78,22,5.95
498,Turukhansk,RU,2020-08-27 20:59:28,65.82,87.98,51.03,88,49,6.24
499,Artsyz,UA,2020-08-27 21:03:17,45.99,29.42,68.9,53,34,4.68
500,Camargo,MX,2020-08-27 21:02:32,27.67,-105.17,91.44,21,9,2.66
501,Chum Phae,TH,2020-08-27 21:03:17,16.54,102.1,73.29,84,30,3.47
502,Turochak,RU,2020-08-27 21:03:17,52.26,87.12,53.71,89,100,1.99
503,Kamloops,CA,2020-08-27 21:00:39,50.67,-120.32,77.0,31,20,3.36
504,Livno,BA,2020-08-27 21:03:17,43.83,17.01,73.99,73,0,4.0
505,Mursalimkino,RU,2020-08-27 21:03:17,55.04,58.56,58.24,82,43,5.28
506,Tuy Hoa,VN,2020-08-27 21:03:17,13.08,109.3,79.81,73,100,6.58
507,Siimusti,EE,2020-08-27 21:03:17,58.73,26.34,52.0,93,99,4.7
508,Ossora,RU,2020-08-27 21:03:17,59.24,163.07,48.94,82,99,11.39
509,Snezhnogorsk,RU,2020-08-27 21:03:17,69.19,33.25,42.8,87,40,6.71
510,Mount Gambier,AU,2020-08-27 20:59:30,-37.83,140.77,37.4,93,0,4.7
511,Chongoyape,PE,2020-08-27 21:03:17,-6.64,-79.39,82.09,38,7,9.73
512,Cockburn Town,TC,2020-08-27 21:01:03,21.46,-71.14,83.07,79,3,15.97
513,Cotonou,BJ,2020-08-27 21:03:18,6.37,2.42,78.8,83,20,11.41
514,Koumac,NC,2020-08-27 21:03:18,-20.57,164.28,67.8,75,68,5.06
515,Russell,US,2020-08-27 21:01:10,32.35,-85.2,93.2,52,40,10.29
516,Moa,CU,2020-08-27 21:03:18,20.66,-74.94,86.54,71,7,12.39
517,Anakapalle,IN,2020-08-27 21:03:18,17.68,83.02,80.6,88,75,3.36
518,Pacific Grove,US,2020-08-27 21:03:18,36.62,-121.92,66.99,63,90,4.7
519,Verkhnevilyuysk,RU,2020-08-27 21:00:36,63.45,120.32,42.67,64,8,2.15
520,Altay,CN,2020-08-27 21:00:33,47.87,88.12,55.44,46,100,1.01
521,Shaunavon,CA,2020-08-27 21:03:18,49.65,-108.42,81.16,24,19,11.21
522,Gravelbourg,CA,2020-08-27 21:03:18,49.88,-106.55,83.28,23,70,11.36
523,Nema,RU,2020-08-27 21:03:18,57.51,50.5,57.13,93,100,3.4
524,Fuyu,CN,2020-08-27 21:03:18,45.18,124.82,65.93,96,100,7.34
525,Wilkes-Barre,US,2020-08-27 21:03:18,41.25,-75.88,93.2,38,20,16.11
526,Pinawa,CA,2020-08-27 21:03:19,50.15,-95.88,79.99,35,58,1.34
527,Ixtapa,MX,2020-08-27 21:03:19,20.7,-105.2,86.0,74,90,3.36
528,Pisco,PE,2020-08-27 21:03:19,-13.7,-76.22,66.99,72,4,13.87
529,Kendari,ID,2020-08-27 21:03:19,-3.94,122.5,72.43,91,33,2.89
530,Deli Tua,ID,2020-08-27 21:03:19,3.51,98.68,73.15,93,83,2.51
531,Yanagawa,JP,2020-08-27 21:03:19,33.17,130.4,77.0,64,70,3.8
532,Kuala Terengganu,MY,2020-08-27 20:59:00,5.33,103.14,77.0,88,20,4.7
533,Aksu,CN,2020-08-27 21:03:19,41.12,80.26,71.06,38,100,2.64
534,Talnakh,RU,2020-08-27 21:03:19,69.49,88.4,53.6,87,9,6.71
535,Zaranj,AF,2020-08-27 21:02:21,30.97,61.88,78.8,24,0,20.8
536,Provost,CA,2020-08-27 21:03:19,52.35,-110.27,59.45,62,100,2.66
537,Roald,NO,2020-08-27 21:00:29,62.58,6.13,54.0,81,77,13.87
538,Hami,CN,2020-08-27 21:03:20,42.8,93.45,72.5,21,66,14.23
539,Kieta,PG,2020-08-27 21:03:20,-6.22,155.63,76.06,88,100,2.73
540,Ipanema,BR,2020-08-27 21:03:20,-30.14,-51.22,73.4,69,35,10.29
541,Evanton,GB,2020-08-27 21:03:20,57.66,-4.34,55.0,87,100,8.05
542,Shangqiu,CN,2020-08-27 21:03:20,34.45,115.65,68.58,92,0,3.4
543,Coolum Beach,AU,2020-08-27 21:03:20,-26.53,153.1,50.0,96,0,4.36
544,Ganzhou,CN,2020-08-27 21:03:20,28.82,115.43,73.58,81,0,3.42
545,Tyup,KG,2020-08-27 21:03:20,42.73,78.36,48.33,76,93,3.49
546,Tutoia,BR,2020-08-27 21:03:20,-2.76,-42.27,79.75,79,1,11.88
547,Novokuznetsk,RU,2020-08-27 21:03:20,53.76,87.11,54.1,85,100,4.07
548,Goure,NE,2020-08-27 21:03:20,13.98,10.27,81.32,62,38,6.85
549,Barabai,ID,2020-08-27 21:03:20,-2.58,115.38,73.0,84,99,1.43
550,Muroto,JP,2020-08-27 21:03:20,33.28,134.15,81.43,74,0,3.04
551,Mayor Pablo Lagerenza,PY,2020-08-27 21:03:20,-19.93,-60.77,97.32,22,0,7.27
552,Motygino,RU,2020-08-27 21:00:16,58.18,94.76,53.69,89,99,1.41
553,Elk City,US,2020-08-27 21:00:11,35.41,-99.4,93.2,38,1,12.75
554,Gannan,CN,2020-08-27 21:03:21,47.91,123.5,58.05,75,100,15.48
555,Stege,DK,2020-08-27 21:03:21,54.99,12.28,61.0,1,100,3.13
556,Nagato,JP,2020-08-27 21:03:21,34.38,131.2,80.6,83,75,6.93
557,Kisangani,CD,2020-08-27 21:03:21,0.52,25.2,71.28,95,7,1.39
558,Corowa,AU,2020-08-27 21:03:21,-36.03,146.38,36.0,90,1,5.08
559,Bo Phloi,TH,2020-08-27 21:03:21,14.32,99.52,78.78,77,100,6.91
560,Tiznit,MA,2020-08-27 20:59:10,29.58,-9.5,92.64,17,0,6.69
561,Sibu,MY,2020-08-27 21:00:07,2.3,111.82,73.4,100,40,2.24
562,Harper,LR,2020-08-27 21:00:08,4.38,-7.72,75.88,84,87,8.81
563,Olpad,IN,2020-08-27 21:03:22,21.33,72.75,78.98,88,100,9.15
564,Petropavlovsk-Kamchatskiy,RU,2020-08-27 21:02:51,53.05,158.65,51.8,100,90,8.95
565,Puro,PH,2020-08-27 21:03:22,12.48,123.38,81.7,78,100,5.41
566,Anadyr,RU,2020-08-27 20:59:45,64.75,177.48,50.0,87,20,7.31
567,Berezovyy,RU,2020-08-27 21:03:22,51.67,135.7,55.51,86,100,3.96
568,North Bend,US,2020-08-27 21:03:22,43.41,-124.22,80.01,77,1,23.04
569,Tilichiki,RU,2020-08-27 21:03:22,60.47,166.1,48.69,69,100,9.66
570,Uyuni,BO,2020-08-27 21:03:22,-20.46,-66.83,58.41,30,0,14.05
571,Luebo,CD,2020-08-27 21:03:22,-5.35,21.42,67.82,89,100,2.35
572,Beberibe,BR,2020-08-27 21:03:22,-4.18,-38.13,82.4,69,0,16.11
573,Goderich,CA,2020-08-27 20:59:30,43.75,-81.72,73.99,83,50,7.27
